Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2010-01-04,30.53,30.54,29.41,29.89,7750900.0,0.0,1.0,24.015498032952,24.023364229491,23.134484020607,23.512061454469,7750900.0
2010-01-05,29.98,30.36,29.15,29.33,8920500.0,0.0,1.0,23.582857223318,23.881772691793,22.929962910598,23.071554448296,8920500.0
2010-01-06,29.35,29.4,28.76,29.14,7163500.0,0.0,1.0,23.087286841374,23.126617824068,22.623181245585,22.922096714059,7163500.0
2010-01-07,29.0,29.1,28.27,28.58,9235500.0,0.0,1.0,22.811969962516,22.890631927904,22.237737615184,22.481589707886,9235500.0
2010-01-08,28.63,30.2,28.61,29.34,12702600.0,0.0,1.0,22.52092069058,23.755913547172,22.505188297503,23.079420644835,12702600.0
2010-01-11,29.83,30.27,29.04,29.63,10730700.0,0.0,1.0,23.464864275236,23.810976922943,22.843434748671,23.30754034446,10730700.0
2010-01-12,29.59,30.15,28.27,28.46,9036300.0,0.0,1.0,23.276075558305,23.716582564478,22.237737615184,22.387195349421,9036300.0
2010-01-13,28.99,29.25,28.3499,29.06,6138000.0,0.0,1.0,22.804103765977,23.008624875986,22.300588525529,22.859167141749,6138000.0
2010-01-14,28.72,28.89,28.3701,28.6,6143300.0,0.0,1.0,22.59171645943,22.725441800589,22.316478242537,22.497322100964,6143300.0
2010-01-15,28.56,28.65,28.04,28.06,5545200.0,0.0,1.0,22.465857314809,22.536653083658,22.056815094791,22.072547487869,5545200.0
2010-01-19,28.05,29.57,27.29,28.25,18187900.0,0.0,1.0,22.06468129133,23.260343165228,21.466850354381,22.222005222106,18187900.0
2010-01-20,28.06,29.1,27.78,27.96,6911400.0,0.0,1.0,22.072547487869,22.890631927904,21.852293984783,21.993885522481,6911400.0
2010-01-21,28.01,28.78,27.42,27.55,8018300.0,0.0,1.0,22.033216505175,22.638913638662,21.569110909386,21.67137146439,8018300.0
2010-01-22,27.69,27.75,26.35,26.5,5902700.0,0.0,1.0,21.781498215933,21.828695395166,20.727427879734,20.845420827816,5902700.0
2010-01-25,26.74,27.0,25.5,26.09,6672200.0,0.0,1.0,21.034209544748,21.238730654756,20.058801173936,20.522906769726,6672200.0
2010-01-26,25.7,25.94,24.08,24.4,8585600.0,0.0,1.0,20.216125104712,20.404913821644,18.941801265427,19.193519554669,8585600.0
2010-01-27,24.48,25.19,23.04,24.91,16431200.0,0.0,1.0,19.256449126979,19.814949081234,18.123716825392,19.594695578147,16431200.0
2010-01-28,25.85,26.02,24.05,24.16,7113600.0,0.0,1.0,20.334118052794,20.467843393954,18.918202675811,19.004730837737,7113600.0
2010-01-29,24.53,24.74,24.08,24.23,5708200.0,0.0,1.0,19.295780109673,19.460970236988,18.941801265427,19.059794213509,5708200.0
