Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2010-01-04,41.52,42.2,41.5,42.07,3650100.0,0.0,1.0,35.020499576457,35.594053037729,35.003630357008,35.484403111309,3650100.0
2010-01-05,42.1,42.45,41.98,42.33,2613000.0,0.0,1.0,35.509706940483,35.804918280843,35.408491623788,35.703702964148,2613000.0
2010-01-06,42.09,42.9,41.81,42.78,5772100.0,0.0,1.0,35.501272330758,36.184475718449,35.26510325847,36.083260401754,5772100.0
2010-01-07,42.5,42.9,42.24,42.74,4022900.0,0.0,1.0,35.847091329466,36.184475718449,35.627791476627,36.049521962856,4022900.0
2010-01-08,42.51,43.06,42.19,42.57,5069700.0,0.0,1.0,35.855525939191,36.319429474043,35.585618428004,35.906133597538,5069700.0
2010-01-11,42.44,42.81,42.23,42.53,4231900.0,0.0,1.0,35.796483671119,36.108564230928,35.619356866902,35.87239515864,4231900.0
2010-01-12,42.21,43.62,42.2,42.26,5557100.0,0.0,1.0,35.602487647453,36.791767618619,35.594053037729,35.644660696076,5557100.0
2010-01-13,42.45,42.93,42.2,42.74,4496800.0,0.0,1.0,35.804918280843,36.209779547623,35.594053037729,36.049521962856,4496800.0
2010-01-14,42.72,43.29,42.6,43.12,3312500.0,0.0,1.0,36.032652743407,36.513425497708,35.931437426712,36.37003713239,3312500.0
2010-01-15,42.96,43.59,42.74,42.81,4734200.0,0.0,1.0,36.235083376797,36.766463789445,36.049521962856,36.108564230928,4734200.0
2010-01-19,42.69,43.83,42.5,43.75,5343600.0,0.0,1.0,36.007348914233,36.968894422835,35.847091329466,36.901417545039,5343600.0
2010-01-20,43.36,43.89,43.05,43.51,4409900.0,0.0,1.0,36.57246776578,37.019502081183,36.310994864318,36.698986911649,4409900.0
2010-01-21,43.44,43.78,42.855,43.09,4578300.0,0.0,1.0,36.639944643577,36.926721374212,36.146519974689,36.344733303216,4578300.0
2010-01-22,43.02,43.02,41.89,42.18,4903400.0,0.0,1.0,36.285691035144,36.285691035144,35.332580136267,35.57718381828,4903400.0
2010-01-25,42.54,42.54,41.62,41.88,3665700.0,0.0,1.0,35.880829768364,35.880829768364,35.104845673703,35.324145526542,3665700.0
2010-01-26,41.76,42.19,41.53,41.83,3459000.0,0.0,1.0,35.222930209847,35.585618428004,35.028934186182,35.281972477919,3459000.0
2010-01-27,41.91,42.5,41.53,41.93,4562300.0,0.0,1.0,35.349449355716,35.847091329466,35.028934186182,35.366318575165,4562300.0
